Entidad Federativa,Año,Producto Interno Bruto                       (Miles de pesos),"Gasto Total en Salud
(I.1 + I.2)","I.1 Gasto Público Total en Salud
(Miles de pesos)
(1 + 2)","1. Gasto Total 
(A+B+C+D+E+F) con SS","A. Advo. Secretaria de Salud
(Ramo 12)",B. FASSA (Ramo 33),"C. IMSS 
Prospera","D. SEDENA
(Ramo 7)","E. SEMAR
(Ramo 13)","F. Gasto 
Estatal","2. Gasto Total
(A+B+C+D+E) sin SS",A. IMSS,B. ISSSTE,C. PEMEX,D. ISSFAM,E. ISSES,"I.2 Gasto Privado Total en Salud
(Miles de pesos constantes)
(A + B + C)",A. Gasto de los Hogares e ISFL,B. Cuotas de Recuperación,C. Pago de Primas,Gasto  público total en salud como % del PIB,Gasto total en salud como % del PIB,Gasto público total en salud como % del gasto total en salud,Gasto público total en salud como % del gasto público total,Gasto público en salud per cápita para población con seguridad social,Gasto público en salud per cápita para población sin seguridad social ,Gasto público en salud per cápita total,Aportación federal al financiamiento de la salud de la población sin seguridad social (%),Gasto privado en salud per cápita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nayarit,2014,124505321.29,n.d.,5223106.64,2644025.31,903187.84,1315784.46,219995.73,n.d.,n.d.,205057.28,2579081.33,2002620.27,576461.05,,n.d.,,n.d.,n.d.,26910.07,96117.46,4.2,n.d.,n.d.,19.0,4590.75,4135.15,4348.23,92.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,2014,1337323589.63,n.d.,23211145.99,4792106.37,2245704.92,2257836.87,,n.d.,n.d.,288564.58,18419039.62,14702985.58,1498814.81,412145.95,n.d.,1805093.29,n.d.,n.d.,26221.15,7617648.85,1.7,n.d.,n.d.,22.5,5326.15,3081.02,4629.65,94.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oaxaca,2014,293959540.19,n.d.,14998708.53,10989843.68,5914669.64,3430192.96,1438261.24,n.d.,n.d.,206719.83,4008864.86,2304705.72,1287241.09,416918.05,n.d.,,n.d.,n.d.,52813.19,113003.30,5.1,n.d.,n.d.,17.9,3785.20,3754.49,3762.65,98.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puebla,2014,596843482.04,n.d.,21064293.75,12647683.76,7807034.09,3184510.15,964418.19,n.d.,n.d.,691721.34,8416609.99,6853410.55,1325070.77,238128.67,n.d.,,n.d.,n.d.,46076.80,1141191.65,3.5,n.d.,n.d.,22.5,4739.03,2903.86,3435.42,94.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Querétaro de Arteaga,2014,390386461.08,n.d.,7207413.75,3629711.13,1631842.81,1528364.53,,n.d.,n.d.,469503.79,3577702.61,3096056.16,388699.94,92946.51,n.d.,,n.d.,n.d.,97666.99,1184832.63,1.8,n.d.,n.d.,19.7,3496.31,3816.10,3650.37,87.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quintana Roo,2014,271987790.53,n.d.,6949321.37,3296065.19,1144159.19,1341529.37,,n.d.,n.d.,810376.63,3653256.18,3091772.91,561483.27,,n.d.,,n.d.,n.d.,64479.00,478300.21,2.6,n.d.,n.d.,26.4,4152.27,5070.44,4542.41,75.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Potosí,2014,363678221.89,n.d.,10729344.14,5625346.26,2756255.75,1780766.97,705916.57,n.d.,n.d.,382406.98,5103997.88,3940492.61,991485.56,172019.72,n.d.,,n.d.,n.d.,141857.64,778721.83,3.0,n.d.,n.d.,19.8,4183.65,3729.79,3932.74,93.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinaloa,2014,385173937.34,n.d.,13302285.66,5406974.66,1827670.45,2180951.34,272815.20,n.d.,n.d.,1125537.67,7895311.00,6222328.27,1552844.07,120138.66,n.d.,,n.d.,n.d.,110838.47,552458.94,3.5,n.d.,n.d.,20.1,4849.50,4063.49,4496.00,79.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonora,2014,588664894.76,n.d.,17123850.31,4695801.85,1550121.10,2096852.39,,n.d.,n.d.,1048828.37,12428048.45,7795199.74,1109366.95,109498.39,n.d.,3413983.37,n.d.,n.d.,279099.90,1031534.58,2.9,n.d.,n.d.,23.2,7140.83,4076.06,5920.16,77.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabasco,2014,634346733.96,n.d.,12406758.78,7834123.39,2912548.84,2045414.15,,n.d.,n.d.,2876160.40,4572635.39,2232671.19,547061.18,1792903.03,n.d.,,n.d.,n.d.,18852.58,302775.64,2.0,n.d.,n.d.,6.7,5386.66,5186.23,5258.34,63.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamaulipas,2014,551625437.09,n.d.,17781311.75,7931344.00,2870518.88,2661086.25,319409.24,n.d.,n.d.,2080329.63,9849967.75,6500326.36,1483999.51,1865641.88,n.d.,,n.d.,n.d.,215664.54,1282824.28,3.2,n.d.,n.d.,15.9,5036.43,5127.00,5076.43,73.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tlaxcala,2014,104013317.31,n.d.,5278665.77,3402156.49,1748641.88,1329561.18,,n.d.,n.d.,323953.43,1876509.28,1410947.40,465561.88,,n.d.,,n.d.,n.d.,13168.71,41363.60,5.1,n.d.,n.d.,26.3,4881.33,3882.84,4187.33,90.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veracruz de Ignacio de la Llave,2014,907802707.37,n.d.,31911499.22,15813872.53,8661084.49,5114979.26,1290805.58,n.d.,n.d.,747003.20,16097626.70,10417535.32,2371879.69,3308211.68,n.d.,,n.d.,n.d.,36025.20,578757.67,3.5,n.d.,n.d.,12.4,5722.60,3057.06,3995.98,95.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yucatán,2014,257064308.85,n.d.,11782714.68,5306899.10,2087063.61,1810367.13,463671.96,n.d.,n.d.,945796.39,6475815.58,4890056.57,1078022.41,167618.18,n.d.,340118.42,n.d.,n.d.,26345.84,614652.11,4.6,n.d.,n.d.,21.7,6161.63,5100.22,5633.58,82.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zacatecas,2014,174378485.05,n.d.,6685986.21,4001957.70,1300379.88,1820729.51,545556.37,n.d.,n.d.,335291.93,2684028.51,2015143.45,668885.06,,n.d.,,n.d.,n.d.,16027.16,75414.55,3.8,n.d.,n.d.,21.4,4546.80,4112.95,4276.78,91.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,2015,20131610233.37,1167047010.79,619513913.61,284857330.12,132144514.46,86892782.97,12228697.07,6385831.25,2283914.91,44921589.47,334656583.49,238984325.75,56984095.70,14740603.63,3062789.69,20884768.72,547533097.18,484146626.89,6739376.83,56647093.46,3.1,5.8,53.1,14.8,6125.48,4291.81,5119.70,84.2,4524.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,2015,236658145.28,n.d.,7006360.83,2984786.49,771422.20,1464802.49,,n.d.,n.d.,748561.80,4021574.34,3213673.18,662278.79,145622.37,n.d.,,n.d.,n.d.,181099.70,375510.14,3.0,n.d.,n.d.,24.3,5760.05,5063.46,5441.16,74.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,2015,624028441.61,n.d.,16750260.26,4322979.57,2018337.29,2055945.66,91239.32,n.d.,n.d.,157457.31,12427280.69,9066464.97,1166418.35,80796.56,n.d.,2113600.82,n.d.,n.d.,255805.22,1347331.93,2.7,n.d.,n.d.,23.1,5774.87,3245.01,4807.56,96.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,2015,154073133.01,n.d.,5221414.68,1649577.50,342447.99,1077683.57,3705.87,n.d.,n.d.,225740.07,3571837.19,2546633.29,1025203.90,,n.d.,,n.d.,n.d.,40234.66,201720.77,3.4,n.d.,n.d.,17.9,7726.93,5468.13,6834.95,86.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,2015,474203069.78,n.d.,5742476.66,3035295.10,729099.73,1471107.78,197768.78,n.d.,n.d.,637318.81,2707181.56,1585817.06,427049.72,694314.79,n.d.,,n.d.,n.d.,15817.21,100058.63,1.2,n.d.,n.d.,2.9,6266.29,6378.61,6325.16,79.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coahuila de Zaragoza,2015,681509588.45,n.d.,15361987.52,4780450.29,2310966.45,1886321.67,288963.82,n.d.,n.d.,294198.34,10581537.23,8645629.95,1402591.46,74264.42,n.d.,459051.40,n.d.,n.d.,46015.83,1884893.13,2.3,n.d.,n.d.,23.3,5130.49,5322.25,5188.67,93.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,2015,109929191.24,n.d.,4161897.56,1910893.54,420114.90,1320002.81,,n.d.,n.d.,170775.82,2251004.02,1859495.20,391508.82,,n.d.,,n.d.,n.d.,14545.60,87459.36,3.8,n.d.,n.d.,13.0,5533.03,6035.19,5752.81,91.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiapas,2015,331948903.75,n.d.,18411812.21,12727674.47,6932896.64,3955988.39,1723963.67,n.d.,n.d.,114825.77,5684137.74,3068635.90,1274943.13,110937.38,n.d.,1229621.32,n.d.,n.d.,47044.90,179584.09,5.5,n.d.,n.d.,17.5,4953.36,3100.32,3505.14,99.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chihuahua,2015,634246536.48,n.d.,18859217.43,7817150.39,2588678.09,2367867.62,428068.32,n.d.,n.d.,2432536.37,11042067.03,9700148.62,1252702.75,89215.67,n.d.,,n.d.,n.d.,84869.49,1776685.35,3.0,n.d.,n.d.,24.1,5008.84,5192.00,5083.17,68.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distrito Federal,2015,3200793921.72,n.d.,102108983.15,29248901.69,17122815.49,4180376.31,929896.28,n.d.,n.d.,7015813.61,72860081.46,49453257.38,19258892.21,4147931.86,n.d.,,n.d.,n.d.,17967.27,23233365.51,3.2,n.d.,n.d.,6.7,14644.75,7539.48,11531.74,76.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,2015,230155483.62,n.d.,8514099.57,3902412.41,1131838.48,2003196.69,405499.59,n.d.,n.d.,361877.65,4611687.16,3450929.19,1067497.29,93260.68,n.d.,,n.d.,n.d.,35781.64,171670.44,3.7,n.d.,n.d.,17.1,4859.27,4784.26,4824.60,90.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guanajuato,2015,788042330.90,n.d.,22524670.83,12053388.92,7542667.40,2708578.27,6658.83,n.d.,n.d.,1795484.42,10471281.91,8270951.40,1646653.96,553676.55,n.d.,,n.d.,n.d.,36503.17,1740937.94,2.9,n.d.,n.d.,24.5,4482.37,3462.12,3871.81,85.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerrero,2015,271978848.95,n.d.,14387087.00,9127259.66,4894347.60,3988465.45,156926.65,n.d.,n.d.,87519.96,5259827.34,3660591.23,1599236.11,,n.d.,,n.d.,n.d.,16137.01,103328.75,5.3,n.d.,n.d.,18.7,6417.21,3320.82,4032.10,99.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidalgo,2015,307631529.85,n.d.,11106583.65,6824128.52,3303923.36,2663806.43,646524.16,n.d.,n.d.,209874.56,4282455.14,2946633.40,972974.88,362846.86,n.d.,,n.d.,n.d.,164835.94,175255.70,3.6,n.d.,n.d.,15.9,4430.91,3569.34,3858.64,96.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalisco,2015,1313153724.84,n.d.,35101865.16,14221508.48,6033860.44,4527977.33,3744.68,n.d.,n.d.,3655926.03,20880356.68,18774004.69,1959579.88,146772.12,n.d.,,n.d.,n.d.,21703.53,3640642.26,2.7,n.d.,n.d.,27.8,5167.86,3655.12,4425.76,74.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
México,2015,1691053437.22,n.d.,74739926.79,43578385.03,23859759.25,9558724.61,210602.98,n.d.,n.d.,9949298.19,31161541.76,20267592.96,2267356.63,51253.87,n.d.,8575338.30,n.d.,n.d.,178966.46,3655793.74,4.4,n.d.,n.d.,29.9,4194.15,4616.04,4430.24,77.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michoacán de Ocampo,2015,457016284.15,n.d.,16961590.85,9467816.55,5209770.81,2872766.94,960377.82,n.d.,n.d.,424900.98,7493774.30,5383512.63,2012195.76,98065.90,n.d.,,n.d.,n.d.,101796.41,306160.53,3.7,n.d.,n.d.,22.5,5037.25,3045.46,3690.11,95.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,2015,215777941.42,n.d.,8653496.61,3924490.17,2169513.08,1567080.33,2158.87,n.d.,n.d.,185737.89,4729006.44,3181328.36,1450173.64,97504.43,n.d.,,n.d.,n.d.,23271.72,393454.49,4.0,n.d.,n.d.,21.7,6051.53,3445.88,4506.21,95.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nayarit,2015,134060712.36,n.d.,5748364.50,2961978.84,891264.47,1602879.43,226859.65,n.d.,n.d.,240975.29,2786385.66,2176903.78,609481.89,,n.d.,,n.d.,n.d.,21374.18,84528.42,4.3,n.d.,n.d.,19.8,4857.19,4555.94,4697.16,91.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,2015,1428386928.52,n.d.,24594979.29,5090659.17,2216058.42,2543890.75,1872.43,n.d.,n.d.,328837.56,19504320.13,15669398.29,1570101.21,365873.47,n.d.,1898947.15,n.d.,n.d.,51321.26,7986178.23,1.7,n.d.,n.d.,21.4,5550.91,3238.05,4835.96,93.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oaxaca,2015,312130050.39,n.d.,16900561.69,12635981.18,5836587.60,3835194.01,1464379.41,n.d.,n.d.,1499820.16,4264580.51,2470178.45,1421299.66,373102.39,n.d.,,n.d.,n.d.,49968.59,98243.25,5.4,n.d.,n.d.,19.3,3992.13,4292.04,4212.19,88.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puebla,2015,629537634.91,n.d.,22736879.96,13394997.72,7703970.15,3409180.08,886871.86,n.d.,n.d.,1394975.63,9341882.24,7353654.10,1619940.34,368287.80,n.d.,,n.d.,n.d.,46015.83,1188456.15,3.6,n.d.,n.d.,23.5,5199.19,3046.37,3670.89,89.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Querétaro de Arteaga,2015,429653268.69,n.d.,7577973.76,3713322.41,1610300.17,1575028.26,4697.59,n.d.,n.d.,523296.39,3864651.35,3390887.71,316940.06,156823.58,n.d.,,n.d.,n.d.,67974.71,1375482.87,1.8,n.d.,n.d.,19.0,3712.12,3854.47,3780.53,85.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quintana Roo,2015,289581984.30,n.d.,7134259.69,3157038.65,1129054.66,1458254.28,,n.d.,n.d.,569729.71,3977221.04,3401816.10,575404.94,,n.d.,,n.d.,n.d.,0.00,512909.59,2.5,n.d.,n.d.,25.0,4382.96,4730.38,4530.19,82.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Potosí,2015,395054232.45,n.d.,10595830.95,5160873.53,2719869.26,1717240.15,647758.34,n.d.,n.d.,76005.77,5434957.43,4220261.61,1041637.51,173058.31,n.d.,,n.d.,n.d.,23811.81,883625.82,2.7,n.d.,n.d.,17.6,4404.05,3396.66,3848.16,98.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinaloa,2015,417545682.71,n.d.,13762052.21,5356674.93,1803542.60,2418426.86,265156.51,n.d.,n.d.,869548.96,8405377.28,6543050.15,1729147.27,133179.85,n.d.,,n.d.,n.d.,108294.44,548752.49,3.3,n.d.,n.d.,19.5,5108.25,4000.15,4611.07,83.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonora,2015,626747510.12,n.d.,20521101.66,4794074.97,1529657.30,2187443.01,2845.44,n.d.,n.d.,1074129.22,15727026.70,8229045.01,1159692.88,117501.74,n.d.,6220787.07,n.d.,n.d.,207209.05,1130282.86,3.3,n.d.,n.d.,28.2,8898.73,4113.37,6997.05,77.6,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabasco,2015,502217401.75,n.d.,13000920.91,8377354.20,2874099.06,2517385.51,,n.d.,n.d.,2985869.63,4623566.71,2439564.39,602801.62,1581200.69,n.d.,,n.d.,n.d.,9327.64,290486.81,2.6,n.d.,n.d.,10.1,5378.42,5496.06,5453.64,64.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamaulipas,2015,583073593.07,n.d.,19316900.83,8362186.11,2832623.95,2878183.04,326071.70,n.d.,n.d.,2325307.42,10954714.72,7829170.84,1696605.31,1428938.57,n.d.,,n.d.,n.d.,121780.04,1322299.34,3.3,n.d.,n.d.,16.0,5527.12,5355.66,5451.57,72.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tlaxcala,2015,113702233.22,n.d.,5569561.40,3556836.68,1725557.32,1489065.28,3828.67,n.d.,n.d.,338385.41,2012724.72,1529268.04,483456.68,,n.d.,,n.d.,n.d.,12858.26,36482.36,4.9,n.d.,n.d.,25.3,5155.86,4005.75,4356.98,90.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veracruz de Ignacio de la Llave,2015,927350911.91,n.d.,34398474.14,17742247.16,8546745.87,5760720.21,1332272.62,n.d.,n.d.,2102508.46,16656226.98,11209002.38,2433413.46,3013811.14,n.d.,,n.d.,n.d.,156480.74,635322.61,3.7,n.d.,n.d.,14.5,5866.27,3407.05,4274.79,88.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yucatán,2015,271670732.57,n.d.,13206841.33,6061546.69,2059511.40,1808490.22,478915.88,n.d.,n.d.,1714629.18,7145294.65,5283675.24,1191834.13,282362.63,n.d.,387422.66,n.d.,n.d.,43722.96,716357.11,4.9,n.d.,n.d.,24.0,6700.22,5760.09,6233.28,71.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zacatecas,2015,184199042.93,n.d.,7102944.66,4244712.96,1283213.02,2020709.54,531067.34,n.d.,n.d.,409723.07,2858231.70,2163150.22,695081.48,,n.d.,,n.d.,n.d.,18039.54,73829.20,3.9,n.d.,n.d.,22.1,4792.21,4332.95,4506.75,90.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,2016,21120511293.68,1186147368.49,621449520.29,285090001.79,130545575.00,89921564.45,12332931.54,6710243.27,2309983.52,43269704.01,336359518.49,240928753.53,55490077.52,14456181.29,3253892.96,22230613.19,564697848.21,494151606.61,6128194.58,64418047.02,2.9,5.6,52.4,14.1,6081.53,4257.29,5082.46,84.8,4618.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguascalientes,2016,269345778.68,n.d.,7074686.27,2901263.87,762088.05,1498369.81,,n.d.,n.d.,640806.01,4173422.39,3611529.96,560126.75,1765.68,n.d.,,n.d.,n.d.,196101.37,504323.29,2.6,n.d.,n.d.,21.3,5890.64,4865.77,5422.28,77.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California,2016,665351546.90,n.d.,16931385.56,4376775.76,1993915.55,2097781.60,108216.77,n.d.,n.d.,176861.84,12554609.80,9336238.84,1049233.02,2526.24,n.d.,2166611.71,n.d.,n.d.,410448.08,1513812.43,2.5,n.d.,n.d.,22.0,5741.78,3246.51,4790.07,96.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baja California Sur,2016,163219085.54,n.d.,4966951.07,1535642.18,338304.39,914769.41,4422.99,n.d.,n.d.,278145.39,3431308.89,2556693.58,874615.31,,n.d.,,n.d.,n.d.,42527.24,167679.68,3.0,n.d.,n.d.,15.9,7197.16,4952.01,6312.34,81.9,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campeche,2016,433264615.22,n.d.,5567170.37,2756762.00,720277.68,1498270.41,198365.47,n.d.,n.d.,339848.44,2810408.37,1607687.00,418174.03,784547.35,n.d.,,n.d.,n.d.,28146.18,101638.55,1.3,n.d.,n.d.,2.6,6398.72,5715.83,6041.31,87.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coahuila de Zaragoza,2016,721822126.59,n.d.,15702402.86,5170353.94,2283003.93,1829643.22,285559.10,n.d.,n.d.,772147.70,10532048.92,8699886.79,1369985.35,3123.40,n.d.,459053.37,n.d.,n.d.,26625.23,218262.78,2.2,n.d.,n.d.,22.6,5040.32,5707.95,5242.22,85.1,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colima,2016,119608355.09,n.d.,4116980.68,1860442.99,415031.54,1311800.63,,n.d.,n.d.,133610.82,2256537.69,1936159.31,320378.38,,n.d.,,n.d.,n.d.,15367.46,1922273.47,3.4,n.d.,n.d.,12.6,5445.68,5789.42,5595.82,92.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiapas,2016,340050766.08,n.d.,18113735.83,12511705.16,6849009.07,3874278.87,1724924.67,n.d.,n.d.,63492.55,5602030.68,3139924.01,1146373.14,93528.62,n.d.,1222204.91,n.d.,n.d.,5721.82,1866389.81,5.3,n.d.,n.d.,18.1,4813.55,3011.85,3406.14,99.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chihuahua,2016,681885142.17,n.d.,17577575.73,6462340.92,2557355.27,2502319.39,430462.62,n.d.,n.d.,972203.64,11115234.80,9879112.33,1168352.41,67770.07,n.d.,,n.d.,n.d.,73233.15,165139.87,2.6,n.d.,n.d.,22.5,4986.20,4259.72,4692.01,85.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distrito Federal,2016,3341290638.23,n.d.,100773470.59,29717994.14,16915630.61,4290237.09,792373.70,n.d.,n.d.,7719752.74,71055476.45,47964797.38,19799204.08,3291474.99,n.d.,,n.d.,n.d.,10572.21,26496224.09,3.0,n.d.,n.d.,5.8,14293.67,7694.38,11408.21,74.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durango,2016,246613981.17,n.d.,8443439.08,3930420.02,1118143.30,2060259.98,408909.65,n.d.,n.d.,343107.10,4513019.06,3467623.77,1042649.84,2745.45,n.d.,,n.d.,n.d.,43416.76,184506.57,3.4,n.d.,n.d.,17.8,4700.66,4780.81,4737.64,91.3,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guanajuato,2016,833489631.27,n.d.,23567618.79,12806425.08,7451401.64,2887631.09,6539.32,n.d.,n.d.,2460853.03,10761193.70,8577966.80,1451385.66,731841.25,n.d.,,n.d.,n.d.,39465.98,4103442.09,2.8,n.d.,n.d.,25.3,4562.16,3653.53,4019.02,80.8,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerrero,2016,282206109.82,n.d.,14622865.41,9744251.49,4835126.34,4590625.39,167774.71,n.d.,n.d.,150725.05,4878613.92,3594048.97,1284564.95,,n.d.,,n.d.,n.d.,4130.53,2031974.96,5.2,n.d.,n.d.,18.9,5905.88,3527.72,4075.20,98.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidalgo,2016,308866556.49,n.d.,11718596.49,7336953.14,3263946.12,2910777.09,666855.00,n.d.,n.d.,495374.94,4381643.35,2983220.28,905703.12,492719.95,n.d.,,n.d.,n.d.,269684.52,111487.35,3.8,n.d.,n.d.,16.7,4466.83,3797.16,4022.65,93.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalisco,2016,1415364696.92,n.d.,34813709.08,13586605.59,5960851.15,4426589.87,5549.77,n.d.,n.d.,3193614.80,21227103.50,19026001.12,2016830.63,184271.74,n.d.,,n.d.,n.d.,60422.02,215672.48,2.5,n.d.,n.d.,26.5,5186.07,3457.96,4339.68,76.5,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
México,2016,1765497348.23,n.d.,75541812.70,42186869.95,23571057.82,9612078.81,302550.48,n.d.,n.d.,8701182.84,33354942.75,20588051.24,2606403.38,66805.39,n.d.,10093682.75,n.d.,n.d.,141984.43,4120090.68,4.3,n.d.,n.d.,27.3,4418.62,4408.33,4412.87,79.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michoacán de Ocampo,2016,491982983.56,n.d.,17261230.81,9604177.50,5146732.95,3240197.31,948477.43,n.d.,n.d.,268769.80,7657053.31,5594057.19,2060497.04,2499.09,n.d.,,n.d.,n.d.,110221.05,406211.59,3.5,n.d.,n.d.,22.7,5103.00,3070.98,3729.82,97.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morelos,2016,227895606.99,n.d.,8564675.95,3963167.41,2143262.12,1593973.60,2992.93,n.d.,n.d.,222938.76,4601508.53,3165267.93,1434284.03,1956.57,n.d.,,n.d.,n.d.,24967.40,437879.89,3.8,n.d.,n.d.,22.2,5812.93,3441.91,4407.87,94.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nayarit,2016,142799321.12,n.d.,5685534.91,2947558.37,880480.24,1580618.89,213279.36,n.d.,n.d.,273179.89,2737976.54,2214279.66,523696.88,,n.d.,,n.d.,n.d.,22114.60,103475.91,4.0,n.d.,n.d.,20.3,4677.16,4460.53,4562.29,90.7,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuevo León,2016,1474748456.19,n.d.,24673132.63,5134319.24,2189244.27,2548911.68,4963.34,n.d.,n.d.,391199.95,19538813.39,15731892.24,1521142.30,502521.23,n.d.,1783257.62,n.d.,n.d.,49293.92,9194945.54,1.7,n.d.,n.d.,22.6,5474.60,3231.61,4783.67,92.4,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oaxaca,2016,294604232.98,n.d.,15931636.30,11689743.01,5765965.30,4066442.14,1416405.21,n.d.,n.d.,440930.37,4241893.29,2514771.78,1260728.81,466392.70,n.d.,,n.d.,n.d.,60366.18,120569.90,5.4,n.d.,n.d.,18.1,3938.57,3948.78,3946.06,96.2,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puebla,2016,657041442.46,n.d.,22871799.60,13411751.43,7610752.64,3537067.44,926363.94,n.d.,n.d.,1337567.41,9460048.17,7571568.28,1449280.93,439198.96,n.d.,,n.d.,n.d.,52646.18,1360459.96,3.5,n.d.,n.d.,24.2,5206.21,3022.35,3656.80,90.0,n.d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
